video,prompt,negative_prompt,num_images
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/416/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 416),,116
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/417/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 417),,116
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/418/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 418),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/419/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 419),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/42/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 42),,66
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/420/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 420),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/421/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 421),,67
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/422/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 422),,69
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/423/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 423),,96
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/424/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 424),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/425/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 425),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/426/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 426),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/427/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 427),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/428/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 428),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/429/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 429),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/43/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 43),,65
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/430/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 430),,65
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/431/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 431),,65
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/432/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 432),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/433/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 433),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/434/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 434),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/435/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 435),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/436/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 436),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/437/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 437),,109
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/438/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 438),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/439/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 439),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/44/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 44),,98
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/440/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 440),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/441/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 441),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/442/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 442),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/443/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 443),,81
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/444/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 444),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/445/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 445),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/446/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 446),,107
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/447/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 447),,64
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/448/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 448),,66
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/449/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 449),,66
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/45/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 45),,65
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/450/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 450),,93
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/451/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 451),,75
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/452/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 452),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/453/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 453),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/454/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 454),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/455/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 455),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/456/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 456),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/457/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 457),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/458/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 458),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/459/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 459),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/46/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 46),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/460/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 460),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/461/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 461),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/462/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 462),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/463/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 463),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/464/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 464),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/465/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 465),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/466/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 466),,68
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/467/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 467),,68
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/468/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 468),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/469/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 469),,103
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/47/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 47),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/470/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 470),,103
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/471/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 471),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/472/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 472),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/473/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 473),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/474/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 474),,68
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/475/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 475),,115
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/476/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 476),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/477/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 477),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/478/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 478),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/479/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 479),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/48/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 48),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/480/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 480),,69
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/481/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 481),,63
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/482/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 482),,63
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/483/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 483),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/484/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 484),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/485/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 485),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/486/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 486),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/487/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 487),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/488/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 488),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/489/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 489),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/49/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 49),,114
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/490/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 490),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/491/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 491),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/492/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 492),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/493/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 493),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/494/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 494),,107
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/495/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 495),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/496/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 496),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/497/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 497),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/498/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 498),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/499/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 499),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/5/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 5),,59
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/50/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 50),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/500/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 500),,69
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/501/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 501),,75
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/502/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 502),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/503/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 503),,109
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/504/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 504),,109
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/505/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 505),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/506/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 506),,73
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/507/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 507),,73
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/508/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 508),,62
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/509/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 509),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/51/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 51),,57
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/510/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 510),,65
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/511/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 511),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/512/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 512),,56
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/513/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 513),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/514/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 514),,105
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/515/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 515),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/516/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 516),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/517/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 517),,60
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/518/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 518),,72
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/519/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 519),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/52/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 52),,58
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/520/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 520),,55
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/521/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 521),,102
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/522/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 522),,102
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/523/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 523),,61
/scratch/vcj9002/MagicPhysics/test_ball_hits_duck_collect/524/env/camera/cam_0,A physics simulation of a ball hitting a duck (scene 524),,90
